Number,Age,Sex,Job,Housing,Saving accounts,Checking account,Credit amount,Duration,Purpose,Risk
731,"[20, 40[",male,2,own,little,moderate,6403,24,radio/TV,good
732,"[20, 40[",male,1,rent,little,little,1987,24,radio/TV,bad
738,"[20, 40[",male,1,own,moderate,little,4380,18,car,good
741,"[20, 40[",male,2,own,moderate,little,2325,24,car,good
742,"[20, 40[",male,1,own,little,moderate,1048,10,radio/TV,good
744,"[20, 40[",male,2,own,quite rich,little,2483,24,furniture/equipment,good
745,"[20, 40[",male,3,own,NA,little,14179,39,furniture/equipment,good
746,"[20, 40[",male,1,own,little,little,1797,13,business,good
749,"[20, 40[",male,2,own,NA,NA,5248,21,car,good
750,"[20, 40[",male,2,own,little,NA,3029,15,car,good
758,"[20, 40[",male,2,free,NA,rich,1271,15,radio/TV,bad
759,"[20, 40[",male,2,own,little,NA,1393,24,car,good
760,"[20, 40[",male,2,own,little,little,691,12,car,bad
763,"[20, 40[",male,1,own,little,little,2214,12,radio/TV,good
764,"[20, 40[",male,3,free,NA,NA,12680,21,car,bad
765,"[20, 40[",male,2,own,moderate,NA,2463,24,car,good
767,"[20, 40[",male,1,own,little,little,3108,30,furniture/equipment,bad
769,"[20, 40[",male,2,rent,little,moderate,3617,12,furniture/equipment,good
773,"[20, 40[",male,3,own,little,NA,3275,21,car,good
777,"[20, 40[",male,2,own,little,NA,3535,36,car,good
779,"[20, 40[",male,3,own,rich,NA,5711,36,car,good
781,"[20, 40[",male,2,own,little,moderate,4933,39,radio/TV,bad
783,"[20, 40[",male,1,own,little,moderate,1410,12,education,good
786,"[20, 40[",male,1,own,rich,moderate,1941,18,business,good
788,"[20, 40[",male,2,own,NA,NA,2751,48,car,good
790,"[20, 40[",male,2,own,little,little,5998,40,education,bad
793,"[20, 40[",male,2,own,NA,NA,1221,6,furniture/equipment,good
795,"[20, 40[",male,2,rent,quite rich,NA,3062,24,furniture/equipment,good
800,"[20, 40[",male,0,own,NA,moderate,1549,9,car,good
804,"[20, 40[",male,2,own,NA,NA,976,12,radio/TV,good
806,"[20, 40[",male,2,own,little,little,9271,36,car,bad
807,"[20, 40[",male,1,own,little,moderate,590,6,radio/TV,good
811,"[20, 40[",male,2,own,little,moderate,907,8,business,good
812,"[20, 40[",male,1,own,little,moderate,484,6,radio/TV,good
813,"[20, 40[",male,2,own,little,little,9629,36,car,bad
820,"[20, 40[",male,2,own,little,little,1345,18,radio/TV,bad
821,"[20, 40[",male,2,own,little,NA,1101,12,car,good
822,"[20, 40[",male,2,own,little,rich,3016,12,radio/TV,good
825,"[20, 40[",male,3,own,little,NA,3780,18,furniture/equipment,good
826,"[20, 40[",male,2,own,little,little,1602,21,car,good
828,"[20, 40[",male,2,own,little,NA,4165,18,business,bad
830,"[20, 40[",male,2,free,NA,moderate,6681,48,business,good
833,"[20, 40[",male,2,rent,little,little,11816,45,business,bad
841,"[20, 40[",male,2,own,little,little,5179,36,furniture/equipment,bad
842,"[20, 40[",male,1,own,little,NA,2993,21,car,good
846,"[20, 40[",male,2,own,NA,moderate,3976,21,furniture/equipment,good
848,"[20, 40[",male,2,own,little,NA,1249,24,car,good
851,"[20, 40[",male,2,rent,little,little,2235,20,car,bad
853,"[20, 40[",male,2,free,little,NA,1471,15,radio/TV,good
854,"[20, 40[",male,1,free,little,little,1442,18,car,bad
856,"[20, 40[",male,2,own,moderate,NA,1474,24,car,good
858,"[20, 40[",male,2,free,little,NA,3343,15,furniture/equipment,good
860,"[20, 40[",male,2,rent,moderate,NA,3577,9,car,good
861,"[20, 40[",male,2,own,rich,NA,5804,24,car,good
862,"[20, 40[",male,2,own,little,NA,2169,18,business,bad
864,"[20, 40[",male,1,own,rich,NA,4526,27,furniture/equipment,good
865,"[20, 40[",male,1,rent,little,NA,2210,10,furniture/equipment,bad
869,"[20, 40[",male,2,own,NA,NA,7409,36,business,good
873,"[20, 40[",male,2,own,moderate,little,1382,24,business,good
875,"[20, 40[",male,1,own,little,little,3590,12,furniture/equipment,good
877,"[20, 40[",male,3,free,little,little,1940,18,radio/TV,good
878,"[20, 40[",male,2,own,little,NA,3595,36,radio/TV,good
879,"[20, 40[",male,3,free,little,little,1422,9,car,bad
880,"[20, 40[",male,2,own,NA,NA,6742,30,radio/TV,good
881,"[20, 40[",male,3,own,little,NA,7814,24,car,good
883,"[20, 40[",male,2,own,NA,moderate,2181,30,car,good
887,"[20, 40[",male,2,own,NA,moderate,2825,24,business,good
888,"[20, 40[",male,2,own,little,moderate,15672,48,business,bad
889,"[20, 40[",male,3,own,little,NA,6614,36,car,good
893,"[20, 40[",male,1,own,little,little,2171,12,car,good
894,"[20, 40[",male,2,own,little,moderate,5800,36,car,good
895,"[20, 40[",male,2,own,NA,NA,1169,18,radio/TV,good
896,"[20, 40[",male,3,own,NA,NA,8947,36,car,good
905,"[20, 40[",male,3,own,little,NA,1278,24,radio/TV,good
906,"[20, 40[",male,3,rent,little,little,1107,12,radio/TV,good
907,"[20, 40[",male,1,own,NA,little,3763,21,car,good
908,"[20, 40[",male,2,own,NA,moderate,3711,36,education,good
914,"[20, 40[",male,2,own,rich,NA,2142,11,business,good
915,"[20, 40[",male,2,rent,little,little,3161,24,business,bad
917,"[20, 40[",male,2,own,moderate,NA,2848,10,car,good
919,"[20, 40[",male,2,own,moderate,little,2359,24,furniture/equipment,bad
920,"[20, 40[",male,3,rent,little,little,3345,24,furniture/equipment,bad
922,"[20, 40[",male,3,own,quite rich,NA,12749,48,radio/TV,good
924,"[20, 40[",male,2,rent,little,moderate,2002,12,car,good
928,"[20, 40[",male,2,free,little,little,10297,48,car,bad
931,"[20, 40[",male,1,own,little,little,1747,24,furniture/equipment,good
933,"[20, 40[",male,2,own,little,NA,1224,9,car,good
936,"[20, 40[",male,3,own,moderate,moderate,1919,30,radio/TV,bad
938,"[20, 40[",male,3,rent,little,moderate,2063,6,radio/TV,good
942,"[20, 40[",male,1,own,little,NA,1546,10,car,good
943,"[20, 40[",male,2,own,NA,NA,929,24,furniture/equipment,good
947,"[20, 40[",male,2,free,quite rich,little,3349,24,furniture/equipment,bad
948,"[20, 40[",male,3,own,NA,NA,2859,12,car,good
950,"[20, 40[",male,2,own,moderate,NA,3621,24,radio/TV,bad
952,"[20, 40[",male,2,own,little,little,2145,36,business,bad
958,"[20, 40[",male,1,own,little,moderate,1154,9,radio/TV,good
960,"[20, 40[",male,2,free,moderate,moderate,3069,24,furniture/equipment,good
961,"[20, 40[",male,2,rent,little,NA,1740,6,radio/TV,good
963,"[20, 40[",male,2,own,NA,NA,3556,15,car,good
964,"[20, 40[",male,2,own,quite rich,NA,2397,24,radio/TV,bad
965,"[20, 40[",male,1,own,little,moderate,454,6,repairs,good
967,"[20, 40[",male,1,own,quite rich,moderate,2520,27,radio/TV,bad
969,"[20, 40[",male,2,rent,NA,NA,7166,42,radio/TV,good
971,"[20, 40[",male,2,own,moderate,moderate,1514,15,repairs,good
974,"[20, 40[",male,2,rent,little,little,7297,60,business,bad
980,"[20, 40[",male,2,rent,moderate,moderate,1264,15,car,bad
982,"[20, 40[",male,3,rent,little,NA,4844,48,business,bad
984,"[20, 40[",male,2,own,little,little,8229,36,car,bad
985,"[20, 40[",male,1,own,little,NA,2028,24,furniture/equipment,good
987,"[20, 40[",male,2,own,little,rich,6289,42,business,good
989,"[20, 40[",male,3,free,little,little,6579,24,car,good
991,"[20, 40[",male,1,own,NA,NA,3565,12,education,good
992,"[20, 40[",male,1,own,moderate,NA,1569,15,radio/TV,good
993,"[20, 40[",male,1,rent,NA,little,1936,18,radio/TV,good
994,"[20, 40[",male,3,own,little,little,3959,36,furniture/equipment,good
998,"[20, 40[",male,2,own,little,NA,804,12,radio/TV,good
999,"[20, 40[",male,2,free,little,little,1845,45,radio/TV,bad
1000,"[20, 40[",male,2,own,moderate,moderate,4576,45,car,good
3,"[40, 60[",male,1,own,little,NA,2096,12,education,good
4,"[40, 60[",male,2,free,little,little,7882,42,furniture/equipment,good
5,"[40, 60[",male,2,free,little,little,4870,24,car,bad
7,"[40, 60[",male,2,own,quite rich,NA,2835,24,furniture/equipment,good
17,"[40, 60[",male,2,own,NA,NA,2424,24,radio/TV,good
21,"[40, 60[",male,2,own,little,NA,2134,9,car,good
22,"[40, 60[",male,2,rent,quite rich,little,2647,6,radio/TV,good
23,"[40, 60[",male,1,rent,little,little,2241,10,car,good
24,"[40, 60[",male,2,own,moderate,moderate,1804,12,car,good
34,"[40, 60[",male,1,rent,NA,NA,1264,12,business,good
43,"[40, 60[",male,1,own,little,moderate,6204,18,repairs,good
55,"[40, 60[",male,2,free,little,moderate,2225,36,car,bad
57,"[40, 60[",male,3,own,NA,moderate,6468,12,radio/TV,bad
62,"[40, 60[",male,2,own,NA,moderate,1537,15,radio/TV,good
66,"[40, 60[",male,2,own,NA,NA,5190,27,repairs,good
72,"[40, 60[",male,1,rent,NA,NA,730,7,radio/TV,good
73,"[40, 60[",male,3,free,little,little,1164,8,vacation/others,good
75,"[40, 60[",male,3,own,NA,little,1977,36,education,bad
78,"[40, 60[",male,2,own,little,moderate,4771,11,radio/TV,good
82,"[40, 60[",male,2,own,quite rich,NA,1213,15,radio/TV,good
85,"[40, 60[",male,1,own,little,little,2315,10,radio/TV,good
88,"[40, 60[",male,2,free,moderate,moderate,12612,36,education,bad
91,"[40, 60[",male,2,own,little,NA,618,12,radio/TV,good
92,"[40, 60[",male,2,own,little,little,1409,12,car,good
95,"[40, 60[",male,2,own,rich,moderate,1318,12,car,good
96,"[40, 60[",male,2,rent,little,moderate,15945,54,business,bad
101,"[40, 60[",male,1,rent,moderate,NA,1469,24,car,good
116,"[40, 60[",male,2,own,NA,NA,3578,48,radio/TV,good
127,"[40, 60[",male,1,own,little,little,701,12,radio/TV,good
134,"[40, 60[",male,2,free,little,NA,1984,18,furniture/equipment,good
150,"[40, 60[",male,2,own,rich,NA,1582,18,radio/TV,good
151,"[40, 60[",male,2,free,moderate,NA,1346,6,radio/TV,good
157,"[40, 60[",male,2,own,moderate,little,1288,9,repairs,good
158,"[40, 60[",male,1,own,little,little,339,12,education,good
177,"[40, 60[",male,2,own,little,little,2577,12,furniture/equipment,good
178,"[40, 60[",male,2,own,quite rich,little,338,6,radio/TV,good
183,"[40, 60[",male,1,own,NA,little,1647,21,car,bad
184,"[40, 60[",male,2,own,rich,NA,3777,24,furniture/equipment,good
191,"[40, 60[",male,3,own,rich,NA,4591,24,business,bad
200,"[40, 60[",male,3,own,little,moderate,4297,18,furniture/equipment,bad
201,"[40, 60[",male,2,own,quite rich,NA,936,9,education,good
207,"[40, 60[",male,2,own,little,NA,1935,12,furniture/equipment,good
210,"[40, 60[",male,2,own,rich,NA,1413,12,car,good
213,"[40, 60[",male,2,own,little,little,5293,27,business,bad
215,"[40, 60[",male,2,own,NA,NA,3342,36,radio/TV,good
228,"[40, 60[",male,3,free,little,little,7865,12,furniture/equipment,bad
232,"[40, 60[",male,1,free,quite rich,NA,2507,9,car,good
235,"[40, 60[",male,1,own,little,NA,1544,4,radio/TV,good
242,"[40, 60[",male,2,own,little,NA,1595,6,radio/TV,good
247,"[40, 60[",male,2,own,little,NA,717,12,radio/TV,good
269,"[40, 60[",male,3,own,little,little,8978,14,car,bad
278,"[40, 60[",male,1,own,NA,little,1262,12,furniture/equipment,good
282,"[40, 60[",male,2,own,little,NA,1574,12,furniture/equipment,good
283,"[40, 60[",male,1,own,NA,rich,1445,18,radio/TV,good
290,"[40, 60[",male,2,own,little,little,1024,24,radio/TV,bad
294,"[40, 60[",male,2,free,little,rich,4796,42,car,good
295,"[40, 60[",male,3,own,NA,NA,7629,48,business,good
298,"[40, 60[",male,1,own,NA,NA,1287,10,car,good
299,"[40, 60[",male,2,own,little,NA,2515,18,furniture/equipment,good
304,"[40, 60[",male,2,own,little,little,1038,10,car,good
305,"[40, 60[",male,2,free,quite rich,NA,10127,48,car,bad
311,"[40, 60[",male,0,free,NA,moderate,5381,48,vacation/others,good
327,"[40, 60[",male,2,rent,NA,NA,5801,12,furniture/equipment,good
336,"[40, 60[",male,3,rent,little,little,3384,6,furniture/equipment,bad
355,"[40, 60[",male,2,free,quite rich,NA,727,10,education,good
357,"[40, 60[",male,2,own,NA,NA,2331,12,radio/TV,good
369,"[40, 60[",male,2,own,little,little,3446,36,furniture/equipment,bad
379,"[40, 60[",male,3,free,little,moderate,14318,36,car,bad
388,"[40, 60[",male,3,own,little,moderate,7374,18,furniture/equipment,good
398,"[40, 60[",male,2,own,little,little,2348,36,furniture/equipment,good
399,"[40, 60[",male,2,rent,little,moderate,1223,12,car,bad
405,"[40, 60[",male,2,own,NA,moderate,2899,18,car,good
407,"[40, 60[",male,2,own,NA,NA,2197,24,car,good
413,"[40, 60[",male,3,own,little,NA,2292,12,business,bad
414,"[40, 60[",male,1,rent,quite rich,NA,1597,10,car,good
423,"[40, 60[",male,1,own,little,moderate,958,12,car,good
428,"[40, 60[",male,2,own,rich,NA,1149,18,radio/TV,good
444,"[40, 60[",male,1,own,little,NA,719,12,education,bad
480,"[40, 60[",male,2,own,little,little,1478,15,furniture/equipment,good
485,"[40, 60[",male,2,own,quite rich,NA,1163,12,car,good
486,"[40, 60[",male,3,own,little,moderate,1209,6,car,bad
487,"[40, 60[",male,2,own,little,NA,3077,12,radio/TV,good
498,"[40, 60[",male,2,own,little,NA,1585,24,furniture/equipment,good
502,"[40, 60[",male,2,free,little,little,5493,36,car,good
503,"[40, 60[",male,2,own,moderate,rich,1126,9,radio/TV,good
510,"[40, 60[",male,3,own,moderate,NA,8588,39,car,good
515,"[40, 60[",male,2,own,NA,NA,2255,24,car,good
517,"[40, 60[",male,1,own,little,little,1361,6,car,good
519,"[40, 60[",male,2,own,moderate,little,1203,6,car,good
521,"[40, 60[",male,2,free,little,NA,5507,24,repairs,good
523,"[40, 60[",male,2,free,little,little,7119,48,furniture/equipment,bad
528,"[40, 60[",male,1,own,little,NA,1503,4,radio/TV,good
530,"[40, 60[",male,1,own,little,little,662,6,car,good
533,"[40, 60[",male,2,rent,little,NA,1503,12,car,good
539,"[40, 60[",male,3,free,little,little,7763,48,car,bad
546,"[40, 60[",male,2,free,little,little,1333,24,car,bad
552,"[40, 60[",male,1,own,quite rich,NA,1750,6,radio/TV,good
561,"[40, 60[",male,2,free,NA,little,2964,24,car,good
569,"[40, 60[",male,2,own,NA,moderate,3979,48,radio/TV,good
582,"[40, 60[",male,1,own,little,moderate,3124,12,car,good
589,"[40, 60[",male,1,own,little,little,1217,18,domestic appliances,bad
595,"[40, 60[",male,3,own,NA,little,1358,24,vacation/others,bad
610,"[40, 60[",male,2,free,NA,NA,1300,15,car,good
616,"[40, 60[",male,3,own,NA,moderate,12204,48,business,good
620,"[40, 60[",male,1,own,little,NA,640,12,car,good
627,"[40, 60[",male,2,own,little,rich,2116,6,furniture/equipment,good
632,"[40, 60[",male,2,own,little,little,1553,18,furniture/equipment,bad
636,"[40, 60[",male,2,own,little,NA,1393,12,education,good
643,"[40, 60[",male,3,own,moderate,NA,4623,15,education,bad
650,"[40, 60[",male,1,rent,little,little,684,12,education,bad
651,"[40, 60[",male,3,free,little,little,7476,48,education,good
653,"[40, 60[",male,2,own,little,little,2303,24,car,bad
654,"[40, 60[",male,3,own,moderate,moderate,8086,36,car,bad
657,"[40, 60[",male,1,own,little,moderate,888,12,car,bad
660,"[40, 60[",male,2,own,little,moderate,6361,18,furniture/equipment,good
663,"[40, 60[",male,2,own,little,NA,2241,21,furniture/equipment,good
669,"[40, 60[",male,2,rent,little,little,4843,12,car,bad
670,"[40, 60[",male,2,own,little,rich,3017,30,radio/TV,good
673,"[40, 60[",male,3,own,little,NA,10366,60,car,good
675,"[40, 60[",male,1,own,quite rich,NA,2580,21,business,bad
684,"[40, 60[",male,2,free,little,NA,5103,24,radio/TV,good
694,"[40, 60[",male,1,own,NA,little,4716,6,car,good
696,"[40, 60[",male,2,rent,quite rich,NA,1236,6,car,good
700,"[40, 60[",male,3,rent,little,rich,1905,15,education,good
702,"[40, 60[",male,2,free,little,little,6331,48,car,bad
704,"[40, 60[",male,2,own,moderate,moderate,2503,30,business,good
713,"[40, 60[",male,3,own,NA,NA,2476,21,car,good
717,"[40, 60[",male,2,own,NA,NA,3077,30,radio/TV,good
727,"[40, 60[",male,1,own,quite rich,NA,1316,15,radio/TV,good
739,"[40, 60[",male,3,own,little,NA,6761,6,car,good
743,"[40, 60[",male,2,own,NA,NA,3160,21,radio/TV,good
755,"[40, 60[",male,2,free,rich,NA,1555,12,repairs,bad
766,"[40, 60[",male,1,own,little,moderate,1155,12,radio/TV,good
774,"[40, 60[",male,2,own,moderate,NA,2223,24,radio/TV,good
787,"[40, 60[",male,2,own,quite rich,NA,2675,22,radio/TV,good
789,"[40, 60[",male,2,free,little,moderate,6224,48,education,bad
792,"[40, 60[",male,3,own,NA,NA,6313,24,car,good
794,"[40, 60[",male,2,free,little,rich,2892,24,furniture/equipment,good
797,"[40, 60[",male,2,free,NA,little,7511,18,car,bad
799,"[40, 60[",male,2,own,NA,NA,717,24,car,good
801,"[40, 60[",male,2,free,little,NA,1597,24,education,good
809,"[40, 60[",male,3,free,little,moderate,9283,42,car,good
814,"[40, 60[",male,2,own,little,little,3051,48,domestic appliances,bad
815,"[40, 60[",male,2,free,little,little,3931,48,car,bad
819,"[40, 60[",male,3,own,little,little,15857,36,vacation/others,good
823,"[40, 60[",male,2,own,little,little,2712,36,furniture/equipment,bad
824,"[40, 60[",male,1,own,little,little,731,8,car,good
829,"[40, 60[",male,2,free,NA,little,8335,36,car,bad
831,"[40, 60[",male,2,own,quite rich,NA,2375,24,business,good
836,"[40, 60[",male,2,own,little,little,1082,12,car,bad
840,"[40, 60[",male,2,own,little,NA,2611,24,radio/TV,good
844,"[40, 60[",male,2,own,little,NA,1559,24,business,good
845,"[40, 60[",male,2,own,little,NA,3422,18,furniture/equipment,good
849,"[40, 60[",male,2,own,little,little,1364,9,radio/TV,good
850,"[40, 60[",male,1,own,little,little,709,12,radio/TV,bad
852,"[40, 60[",male,2,own,NA,NA,4042,24,car,good
855,"[40, 60[",male,2,own,little,NA,10875,36,car,good
868,"[40, 60[",male,2,own,little,NA,3331,12,furniture/equipment,good
872,"[40, 60[",male,2,own,little,rich,1343,6,car,good
882,"[40, 60[",male,2,free,NA,NA,9277,24,car,good
885,"[40, 60[",male,2,own,little,moderate,4057,24,furniture/equipment,bad
890,"[40, 60[",male,2,rent,NA,NA,7824,28,car,good
891,"[40, 60[",male,3,own,little,little,2442,27,business,good
892,"[40, 60[",male,2,own,little,NA,1829,15,radio/TV,good
900,"[40, 60[",male,2,own,little,little,4153,18,furniture/equipment,bad
901,"[40, 60[",male,2,rent,little,little,2625,16,car,bad
902,"[40, 60[",male,2,own,NA,NA,3485,20,car,good
903,"[40, 60[",male,2,free,NA,NA,10477,36,car,good
904,"[40, 60[",male,2,rent,NA,NA,1386,15,radio/TV,good
925,"[40, 60[",male,2,own,little,little,6872,24,furniture/equipment,bad
926,"[40, 60[",male,2,own,little,little,697,12,car,bad
929,"[40, 60[",male,2,own,NA,NA,1867,30,radio/TV,good
930,"[40, 60[",male,1,own,little,little,1344,12,car,good
934,"[40, 60[",male,2,own,quite rich,NA,522,12,radio/TV,good
939,"[40, 60[",male,2,free,little,moderate,6288,60,education,bad
940,"[40, 60[",male,3,own,NA,NA,6842,24,car,good
941,"[40, 60[",male,3,own,NA,NA,3527,12,car,good
944,"[40, 60[",male,1,own,little,NA,1455,4,car,good
949,"[40, 60[",male,1,own,little,NA,1533,18,furniture/equipment,bad
951,"[40, 60[",male,0,own,little,moderate,3590,18,business,good
957,"[40, 60[",male,1,own,NA,rich,3656,30,radio/TV,good
959,"[40, 60[",male,1,own,little,little,4006,28,car,bad
962,"[40, 60[",male,2,own,little,moderate,2353,21,car,good
970,"[40, 60[",male,1,own,little,little,3939,11,car,good
972,"[40, 60[",male,1,own,little,NA,7393,24,car,good
978,"[40, 60[",male,2,own,NA,moderate,2427,18,business,good
979,"[40, 60[",male,1,own,little,NA,2538,24,car,bad
981,"[40, 60[",male,2,own,little,moderate,8386,30,furniture/equipment,bad
990,"[40, 60[",male,1,own,little,moderate,1743,24,radio/TV,good
995,"[40, 60[",male,2,own,NA,NA,2390,12,car,good
997,"[40, 60[",male,3,own,little,little,3857,30,car,good
1,"[60, 70[",male,2,own,NA,little,1169,6,radio/TV,good
9,"[60, 70[",male,1,own,rich,NA,3059,12,radio/TV,good
14,"[60, 70[",male,1,own,little,little,1199,24,car,bad
30,"[60, 70[",male,2,own,little,little,6836,60,business,bad
63,"[60, 70[",male,3,free,little,moderate,1953,36,business,bad
76,"[60, 70[",male,3,free,little,little,1526,12,car,good
124,"[60, 70[",male,2,free,little,rich,781,10,car,good
138,"[60, 70[",male,1,own,quite rich,moderate,766,12,radio/TV,bad
180,"[60, 70[",male,2,own,little,little,571,21,car,good
188,"[60, 70[",male,0,free,little,moderate,1175,16,car,good
214,"[60, 70[",male,3,own,little,rich,1908,30,business,bad
238,"[60, 70[",male,1,rent,moderate,moderate,2767,21,business,bad
284,"[60, 70[",male,2,own,NA,NA,1520,15,furniture/equipment,good
361,"[60, 70[",male,2,free,NA,moderate,1239,18,education,good
374,"[60, 70[",male,3,free,NA,NA,13756,60,car,good
439,"[60, 70[",male,0,own,little,little,3394,42,repairs,good
450,"[60, 70[",male,2,own,rich,moderate,1512,15,repairs,bad
466,"[60, 70[",male,2,own,little,little,2924,24,car,good
542,"[60, 70[",male,2,free,little,NA,2032,24,car,good
545,"[60, 70[",male,1,own,little,NA,1255,12,car,good
590,"[60, 70[",male,2,own,little,little,2246,12,furniture/equipment,bad
625,"[60, 70[",male,2,free,little,little,2600,18,radio/TV,bad
630,"[60, 70[",male,1,own,NA,NA,3832,9,education,good
679,"[60, 70[",male,1,rent,little,little,2384,24,radio/TV,good
716,"[60, 70[",male,2,own,NA,NA,7596,30,car,good
770,"[60, 70[",male,1,own,little,NA,1655,12,radio/TV,good
775,"[60, 70[",male,0,free,quite rich,rich,1480,12,car,good
782,"[60, 70[",male,2,own,rich,NA,1940,24,car,good
785,"[60, 70[",male,3,own,NA,moderate,6468,20,car,good
808,"[60, 70[",male,2,own,NA,NA,930,12,radio/TV,good
817,"[60, 70[",male,2,own,quite rich,NA,1338,6,domestic appliances,good
839,"[60, 70[",male,2,own,little,little,2957,24,car,good
847,"[60, 70[",male,2,rent,NA,NA,6761,18,car,bad
918,"[60, 70[",male,3,own,little,little,14896,6,car,bad
